test_index,changed_feature,delta,base_prediction,new_prediction,predicted_reduction
239,Social_Support_Score,1,9.658695106534807,9.56133069890887,0.09736440762593723
239,Loneliness_Score,-1,9.658695106534807,9.619437839824348,0.03925726671045915
239,Physical_Activity_Hrs,1,9.658695106534807,9.624800700157746,0.03389440637706187
239,Sleep_Hours,1,9.658695106534807,9.658695106534807,0.0
239,Work_Stress,-1,9.658695106534807,9.662228991919095,-0.0035338853842876716
239,Financial_Stress,-1,9.658695106534807,9.737723013057394,-0.07902790652258673
