missing_fraction,test_mae,test_rmse,test_r2
0.0,2.3698472469797207,2.8998983268931635,0.012900178428571607
0.05,2.3770024839395365,2.904304945978077,0.00989795053683351
0.1,2.3744396280588087,2.9028558142340213,0.01088574650556795
0.2,2.3691979861866033,2.8999319553627663,0.012877284626739649
0.3,2.393042895800496,2.922953211926361,-0.0028575716732524015
